Year,Commodity,State,Yield_lb_per_acre,Acres_Harvested,Price_in_CWT,HUMIDITY_%,PH_soil_type,Population
2020,OATS,SOUTH DAKOTA,2464,"140,000",8.3125,69,5.9156,887.852
2019,OATS,SOUTH DAKOTA,2624,"75,000",8.7813,70,6.1952,887.852
2018,OATS,SOUTH DAKOTA,2624,"95,000",8.3438,71,6.1564,879.386
2017,OATS,SOUTH DAKOTA,2240,"60,000",7.6563,72,6.3132,873.732
2016,OATS,SOUTH DAKOTA,2624,"110,000",6.1563,73,6.3243,863.693
2015,OATS,SOUTH DAKOTA,2784,"145,000",6.5938,68,5.7075,854.663
2014,OATS,SOUTH DAKOTA,2976,"100,000",9.4063,69,6.1192,849.67
2013,OATS,SOUTH DAKOTA,2464,"120,000",11.4688,70,5.5714,842.751
2022,BARLEY,SOUTH DAKOTA,2592,"7,000",11.5833,68,5.6313,909.869
2021,BARLEY,SOUTH DAKOTA,960,"14,000",11.0417,67,6.1012,896.299
2020,BARLEY,SOUTH DAKOTA,2112,"14,000",9.8750,69,6.4381,887.852
2019,BARLEY,SOUTH DAKOTA,2064,"9,000",7.3958,70,6.0984,887.127
2018,BARLEY,SOUTH DAKOTA,2640,"13,000",7.6042,71,5.6953,879.386
2015,BARLEY,SOUTH DAKOTA,1776,"19,000",6.7708,72,5.6181,854.663
2014,BARLEY,SOUTH DAKOTA,2496,"17,000",7.2917,73,6.4358,849.67
2013,BARLEY,SOUTH DAKOTA,2592,"19,000",8.8542,68,6.1766,842.751
2022,CORN,SOUTH DAKOTA,7392,"5,010,000",11.6071,69,6.2206,909.869
2021,CORN,SOUTH DAKOTA,7504,"5,480,000",10.9107,70,5.8717,896.299
2020,CORN,SOUTH DAKOTA,9072,"4,450,000",7.8036,68,6.3907,887.852
2019,CORN,SOUTH DAKOTA,8064,"3,870,000",5.9286,67,6.2108,887.127
2018,CORN,SOUTH DAKOTA,8960,"4,860,000",5.9286,69,6.0127,879.386
2017,CORN,SOUTH DAKOTA,8120,"5,080,000",6.0893,70,5.9088,873.732
2016,CORN,SOUTH DAKOTA,9016,"5,130,000",7.2321,71,6.0498,863.693
2015,CORN,SOUTH DAKOTA,8904,"5,030,000",6.9286,72,6.0101,854.663
2014,CORN,SOUTH DAKOTA,8288,"5,320,000",6.7679,73,5.7387,849.67
2013,CORN,SOUTH DAKOTA,7672,"5,860,000",8.6429,68,5.7406,842.751
2022,WHEAT,SOUTH DAKOTA,3000,"1,440,000",14.4667,69,5.7933,909.869
2021,WHEAT,SOUTH DAKOTA,2040,"1,290,000",13.9167,70,5.5095,896.299
2020,WHEAT,SOUTH DAKOTA,3108,"1,345,000",8.4000,68,5.9864,887.852
2019,WHEAT,SOUTH DAKOTA,2886,"1,360,000",7.1833,67,5.7908,887.127
2018,WHEAT,SOUTH DAKOTA,2664,"1,628,000",8.4667,69,5.9155,879.386
2017,WHEAT,SOUTH DAKOTA,2088,"1,196,000",8.1667,70,6.2425,873.732
2016,WHEAT,SOUTH DAKOTA,3096,"2,157,000",7.0833,71,6.0361,863.693
2015,WHEAT,SOUTH DAKOTA,2772,"2,236,000",7.6167,72,5.8299,854.663
2014,WHEAT,SOUTH DAKOTA,3330,"2,364,000",9.3333,73,6.0881,849.67
2013,WHEAT,SOUTH DAKOTA,2532,"1,839,000",10.9000,68,6.4694,842.751
2022,CORN,TENNESSEE,7280,"785,000",12.0000,71,5.8077,7048.976
2021,CORN,TENNESSEE,9520,"930,000",10.1250,72,5.7034,6963.709
2020,CORN,TENNESSEE,9520,"815,000",8.3929,72,6.1650,6926.091
2019,CORN,TENNESSEE,9912,"910,000",6.7500,67,6.0025,6830.325
2018,CORN,TENNESSEE,9408,"670,000",6.6786,70,6.2124,6778.18
2017,CORN,TENNESSEE,9576,"710,000",6.0893,70,5.7653,6714.748
2016,CORN,TENNESSEE,8456,"830,000",6.1429,68,5.7408,6651.277
2015,CORN,TENNESSEE,8960,"730,000",6.4821,68,5.8791,6595.354
2014,CORN,TENNESSEE,9408,"840,000",6.5179,70,6.0995,6544.617
2013,CORN,TENNESSEE,8736,"810,000",7.4643,69,5.6744,6496.943
2022,WHEAT,TENNESSEE,4380,"335,000",14.0000,68,5.6942,7048.976
2021,WHEAT,TENNESSEE,4260,"330,000",11.4500,72,5.9055,6963.709
2020,WHEAT,TENNESSEE,3540,"230,000",9.2500,71,6.1108,6926.091
2019,WHEAT,TENNESSEE,4020,"215,000",9.5500,72,6.0204,6830.325
2018,WHEAT,TENNESSEE,3900,"285,000",8.5000,72,6.4359,6778.18
2017,WHEAT,TENNESSEE,4200,"275,000",6.6333,67,5.5054,6714.748
2016,WHEAT,TENNESSEE,4380,"335,000",5.7333,70,5.6777,6651.277
2015,WHEAT,TENNESSEE,4080,"395,000",7.9500,70,5.7190,6595.354
2014,WHEAT,TENNESSEE,3960,"475,000",10.5667,68,6.2756,6544.617
2013,WHEAT,TENNESSEE,4260,"575,000",11.6500,68,6.2754,6496.943
2022,OATS,TEXAS,1760,"32,000",19.4375,59,6.2019,30029.848
2021,OATS,TEXAS,1440,"35,000",15.2188,56,5.7581,29561.286
2020,OATS,TEXAS,1440,"60,000",13.0313,57,6.3239,29234.361
2019,OATS,TEXAS,1600,"40,000",13.3125,67,5.9011,29234.361
2018,OATS,TEXAS,1600,"50,000",15.0625,76,5.6445,28624.564
2017,OATS,TEXAS,1440,"60,000",13.3750,76,6.2355,28291.024
2016,OATS,TEXAS,1600,"60,000",12.5938,65,6.2824,27914.064
2015,OATS,TEXAS,1536,"55,000",12.3438,41,6.3561,27468.531
2014,OATS,TEXAS,1216,"45,000",18.5313,65,5.8373,26963.092
2013,OATS,TEXAS,1472,"40,000",11.3438,76,5.6534,26479.646
2022,CORN,TEXAS,5320,"1,610,000",13.5179,75,5.7275,30029.848
2021,CORN,TEXAS,7168,"1,850,000",11.0357,56,6.2001,29561.286
2020,CORN,TEXAS,7168,"1,810,000",8.0714,54,5.6145,29234.361
2019,CORN,TEXAS,7448,"2,150,000",7.5000,78,6.2574,28986.794
2018,CORN,TEXAS,6048,"1,750,000",6.8929,60,6.0374,28624.564
2017,CORN,TEXAS,7840,"2,240,000",5.9821,67,5.7605,28291.024
2016,CORN,TEXAS,7112,"2,550,000",5.7321,75,6.1582,27914.064
2015,CORN,TEXAS,7560,"1,970,000",6.0179,65,6.3874,27468.531
2014,CORN,TEXAS,8288,"1,990,000",6.3929,78,5.8914,26963.092
2013,CORN,TEXAS,7616,"1,950,000",7.6786,60,5.7254,26479.646
2022,WHEAT,TEXAS,1800,"1,300,000",15.2500,67,6.2811,30029.848
2021,WHEAT,TEXAS,2220,"2,000,000",10.8500,75,5.5076,29561.286
2020,WHEAT,TEXAS,1800,"2,000,000",8.5333,66,5.9546,29234.361
2019,WHEAT,TEXAS,2040,"2,100,000",9.3333,74,4.7571,28986.794
2018,WHEAT,TEXAS,1920,"1,750,000",9.6667,56,5.6996,28624.564
2017,WHEAT,TEXAS,1740,"2,350,000",8.6000,54,5.9774,28291.024
2016,WHEAT,TEXAS,1920,"2,800,000",7.5500,60,6.4301,27914.064
2015,WHEAT,TEXAS,1800,"3,550,000",8.9833,73,6.1139,27468.531
2014,WHEAT,TEXAS,1800,"2,250,000",11.3000,70,5.0743,26963.092
2013,WHEAT,TEXAS,1740,"2,350,000",11.7167,71,5.6675,26479.646
2015,OATS,UTAH,2720,"2,000",11.2813,74,5.9786,2983.626
2014,OATS,UTAH,2208,"3,000",11.7188,70,5.0646,2938.327
2013,OATS,UTAH,1984,"5,000",13.8125,60,4.7724,2898.773
2022,BARLEY,UTAH,3936,"15,000",14.1667,53,5.1611,3381.236
2021,BARLEY,UTAH,3888,"10,000",10.4167,49,6.7978,3339.284
2020,BARLEY,UTAH,4080,"12,000",8.3333,41,6.3947,3283.982
2019,BARLEY,UTAH,4464,"11,000",7.7083,36,5.5667,3203.383
2018,BARLEY,UTAH,4128,"16,000",7.6875,39,5.7550,3155.153
2017,BARLEY,UTAH,3600,"18,000",6.4167,46,5.4173,3103.54
2016,BARLEY,UTAH,3936,"19,000",4.9167,56,6.1662,3044.241
2015,BARLEY,UTAH,4032,"16,000",6.1875,66,5.1913,2983.626
2014,BARLEY,UTAH,3984,"20,000",6.5208,74,4.9547,2938.327
2013,BARLEY,UTAH,3744,"30,000",8.6875,55,5.6646,2898.773
2022,CORN,UTAH,9240,"14,000",12.9464,74,5.5486,3381.236
2021,CORN,UTAH,10024,"17,000",11.6964,70,6.8044,3339.284
2020,CORN,UTAH,8344,"29,000",9.5536,60,6.0979,3283.982
2019,CORN,UTAH,8008,"26,000",7.6786,53,5.0755,3203.383
2018,CORN,UTAH,10192,"22,000",7.3750,49,4.5465,3155.153
2017,CORN,UTAH,9856,"20,000",#VALUE!,41,5.8551,3103.54
2016,CORN,UTAH,9800,"29,000",6.6786,36,6.4424,3044.241
2015,CORN,UTAH,9688,"17,000",7.1607,39,4.5075,2983.626
2014,CORN,UTAH,8960,"28,000",7.5714,46,6.1073,2938.327
2013,CORN,UTAH,9520,"31,000",9.0179,56,6.4754,2898.773
2022,WHEAT,UTAH,2160,"88,000",15.2500,66,6.8330,3381.236
2021,WHEAT,UTAH,2760,"93,000",11.8333,74,5.3953,3339.284
2020,WHEAT,UTAH,3180,"98,000",9.0500,55,6.1353,3283.982
2019,WHEAT,UTAH,3240,"116,000",8.5833,74,4.5557,3203.383
2018,WHEAT,UTAH,3120,"103,000",8.8333,70,6.4342,3155.153
2017,WHEAT,UTAH,3120,"120,000",8.6833,60,5.3169,3103.54
2016,WHEAT,UTAH,3594,"120,000",7.7333,53,5.2794,3044.241
2015,WHEAT,UTAH,2910,"128,000",8.8833,49,6.7200,2983.626
2014,WHEAT,UTAH,3018,"117,000",10.1000,41,5.7274,2938.327
2013,WHEAT,UTAH,2652,"124,000",11.3833,36,4.6914,2898.773
2015,OATS,VIRGINIA,2432,"4,000",7.5000,65,6.8102,8367.303
2014,OATS,VIRGINIA,2496,"3,000",9.0625,70,6.4540,8315.43
2013,OATS,VIRGINIA,2240,"2,000",9.6875,67,5.8428,8255.861
2022,BARLEY,VIRGINIA,4128,"7,000",11.2500,69,5.0241,8679.099
2021,BARLEY,VIRGINIA,3600,"7,000",8.4375,70,6.4227,8657.348
2020,BARLEY,VIRGINIA,3024,"7,000",6.2500,75,4.9430,8637.193
2019,BARLEY,VIRGINIA,3120,"6,000",6.2500,64,6.4145,8556.642
2018,BARLEY,VIRGINIA,3360,"9,000",5.4167,65,6.7778,8510.92
2017,BARLEY,VIRGINIA,3504,"11,000",5.4167,67,6.4413,8471.011
2016,BARLEY,VIRGINIA,3216,"12,000",5.8333,70,4.6505,8417.651
2015,BARLEY,VIRGINIA,3600,"16,000",6.6667,65,5.2545,8367.303
2014,BARLEY,VIRGINIA,3792,"28,000",7.5000,70,5.9106,8315.43
2013,BARLEY,VIRGINIA,3936,"44,000",7.9167,67,4.7553,8255.861
2022,CORN,VIRGINIA,9352,"325,000",12.5000,69,6.8146,8679.099
2021,CORN,VIRGINIA,8960,"345,000",11.4286,70,5.3429,8657.348
2020,CORN,VIRGINIA,6832,"405,000",9.1071,75,6.3362,8637.193
2019,CORN,VIRGINIA,8064,"380,000",7.3214,64,4.7544,8556.642
2018,CORN,VIRGINIA,8176,"325,000",7.5357,65,6.8317,8510.92
2017,CORN,VIRGINIA,7840,"340,000",,67,6.9674,8471.011
2016,CORN,VIRGINIA,8288,"340,000",6.0714,70,4.9477,8417.651
2015,CORN,VIRGINIA,9016,"300,000",6.5893,65,5.6306,8367.303
2014,CORN,VIRGINIA,8120,"350,000",6.3214,70,6.2734,8315.43
2013,CORN,VIRGINIA,8624,"360,000",8.1607,67,6.4728,8255.861
2022,WHEAT,VIRGINIA,4080,"150,000",14.2500,69,6.9532,8679.099
2021,WHEAT,VIRGINIA,4020,"120,000",11.7833,70,5.6437,8657.348
2020,WHEAT,VIRGINIA,3600,"130,000",9.0000,75,6.3923,8637.193
2019,WHEAT,VIRGINIA,3720,"105,000",7.5500,64,4.9818,8556.642
2018,WHEAT,VIRGINIA,3600,"155,000",7.8333,65,5.4213,8510.92
2017,WHEAT,VIRGINIA,3960,"145,000",7.0000,67,6.9425,8471.011
2016,WHEAT,VIRGINIA,3180,"175,000",7.2333,70,5.4358,8417.651
2015,WHEAT,VIRGINIA,3960,"210,000",7.5000,68,5.8701,8367.303
2014,WHEAT,VIRGINIA,4080,"260,000",8.0000,68,4.7491,8315.43
2013,WHEAT,VIRGINIA,3720,"290,000",10.0000,70,5.4979,8255.861
2018,OATS,WASHINGTON,1472,"4,000",6.8125,80,6.8113,7526.793
2017,OATS,WASHINGTON,1344,"4,000",7.0625,84,6.4605,7427.951
2016,OATS,WASHINGTON,1952,"7,000",5.5313,73,4.7911,7299.961
2015,OATS,WASHINGTON,1728,"5,000",7.8750,65,6.4842,7167.287
2014,OATS,WASHINGTON,2240,"5,000",7.9688,60,6.5267,7057.531
2013,OATS,WASHINGTON,2176,"5,000",12.5000,76,6.2791,6966.252
2022,BARLEY,WASHINGTON,4032,"58,000",13.4375,75,6.0520,7784.477
2021,BARLEY,WASHINGTON,1824,"72,000",13.9792,79,5.7317,7741.433
2020,BARLEY,WASHINGTON,4320,"69,000",10.6042,62,5.3231,7724.566
2019,BARLEY,WASHINGTON,3360,"84,000",10.5833,79,4.6691,7614.024
2018,BARLEY,WASHINGTON,3504,"67,000",9.1667,82,5.1012,7526.793
2017,BARLEY,WASHINGTON,2544,"85,000",6.4375,72,5.3396,7427.951
2016,BARLEY,WASHINGTON,3696,"93,000",6.0208,64,5.0611,7299.961
2015,BARLEY,WASHINGTON,2304,"105,000",6.8958,60,5.8211,7167.287
2014,BARLEY,WASHINGTON,2880,"105,000",7.3750,75,5.9560,7057.531
2013,BARLEY,WASHINGTON,3456,"195,000",8.5833,78,5.6760,6966.252
2022,CORN,WASHINGTON,12320,"80,000",12.5893,61,6.5241,7784.477
2021,CORN,WASHINGTON,13888,"85,000",11.2679,80,6.2740,7741.433
2020,CORN,WASHINGTON,12768,"85,000",8.3929,84,6.1282,7724.566
2019,CORN,WASHINGTON,13272,"84,000",7.3750,73,4.9350,7614.024
2018,CORN,WASHINGTON,12320,"84,000",,65,5.4450,7526.793
2017,CORN,WASHINGTON,12600,"80,000",6.6964,60,4.5257,7427.951
2016,CORN,WASHINGTON,13160,"85,000",7.4107,76,5.4039,7299.961
2015,CORN,WASHINGTON,12040,"75,000",7.1607,75,6.6216,7167.287
2014,CORN,WASHINGTON,12040,"110,000",6.7321,79,6.2075,7057.531
2013,CORN,WASHINGTON,12040,"105,000",7.6250,62,5.4185,6966.252
2022,WHEAT,WASHINGTON,3804,"2,270,000",13.5500,79,6.1123,7784.477
2021,WHEAT,WASHINGTON,2346,"2,230,000",14.4500,82,6.0922,7741.433
2020,WHEAT,WASHINGTON,4344,"2,295,000",9.5000,72,5.8963,7724.566
2019,WHEAT,WASHINGTON,3882,"2,215,000",9.0833,64,6.1553,7614.024
2018,WHEAT,WASHINGTON,4248,"2,165,000",8.7333,60,5.7325,7526.793
2017,WHEAT,WASHINGTON,3996,"2,140,000",9.2000,75,6.2530,7427.951
2016,WHEAT,WASHINGTON,4290,"2,200,000",6.9167,78,6.1062,7299.961
2015,WHEAT,WASHINGTON,3018,"2,225,000",7.6333,61,5.6472,7167.287
2014,WHEAT,WASHINGTON,2892,"2,250,000",9.2333,68,6.1303,7057.531
2013,WHEAT,WASHINGTON,4014,"2,175,000",11.4000,72,6.4996,6966.252
2022,CORN,WEST VIRGINIA,9408,"30,000",12.3214,73,5.5548,1774.035
2021,CORN,WEST VIRGINIA,8064,"33,000",10.8929,70,5.8002,1785.249
2020,CORN,WEST VIRGINIA,8064,"33,000",8.3929,76,5.5703,1791.562
2019,CORN,WEST VIRGINIA,9240,"38,000",7.3214,70,6.2756,1795.263
2018,CORN,WEST VIRGINIA,8512,"33,000",8.0357,72,5.5366,1805.953
2017,CORN,WEST VIRGINIA,8512,"33,000",6.9643,71,6.2082,1818.683
2016,CORN,WEST VIRGINIA,8120,"35,000",5.9286,75,5.8706,1832.435
2015,CORN,WEST VIRGINIA,8288,"35,000",6.3750,72,6.3348,1843.332
2014,CORN,WEST VIRGINIA,8344,"36,000",6.7321,75,5.8566,1850.569
2013,CORN,WEST VIRGINIA,8232,"36,000",7.9821,74,5.8989,1854.768
2018,WHEAT,WEST VIRGINIA,2760,"3,000",8.7333,73,5.7756,1805.953
2017,WHEAT,WEST VIRGINIA,4140,"4,000",7.6667,69,5.9311,1818.683
2016,WHEAT,WEST VIRGINIA,3660,"4,000",7.7333,72,6.2286,1832.435
2015,WHEAT,WEST VIRGINIA,3600,"4,000",8.7000,68,5.5942,1843.332
2014,WHEAT,WEST VIRGINIA,3840,"7,000",9.3833,72,5.5692,1850.569
2013,WHEAT,WEST VIRGINIA,3120,"7,000",11.6667,71,5.9320,1854.768
2022,OATS,WISCONSIN,2368,"65,000",14.5000,73,6.4232,5890.543
2021,OATS,WISCONSIN,1984,"61,000",12.2188,72,6.4175,5879.978
2020,OATS,WISCONSIN,2016,"131,000",8.5313,73,6.2349,5896.7
2019,OATS,WISCONSIN,1728,"120,000",9.7813,72,6.0006,5896.7
2018,OATS,WISCONSIN,1952,"90,000",8.6563,71,5.6851,5809.319
2017,OATS,WISCONSIN,1888,"85,000",8.6875,70,5.6621,5793.147
2016,OATS,WISCONSIN,2112,"100,000",5.8125,69,6.3582,5775.17
2015,OATS,WISCONSIN,2304,"195,000",5.6563,75,6.1195,5762.927
2014,OATS,WISCONSIN,1984,"140,000",11.0000,72,6.2076,5753.199
2013,OATS,WISCONSIN,2080,"105,000",12.7188,68,6.4875,5738.012
2022,BARLEY,WISCONSIN,2640,"3,000",13.6458,71,5.8172,5890.543
2021,BARLEY,WISCONSIN,2544,"7,000",9.3750,70,6.3255,5879.978
2020,BARLEY,WISCONSIN,2208,"13,000",9.0625,73,5.5628,5896.7
2019,BARLEY,WISCONSIN,2208,"8,000",10.9375,72,6.4874,5824.581
2018,BARLEY,WISCONSIN,2160,"9,000",8.3333,73,6.1170,5809.319
2015,BARLEY,WISCONSIN,2640,"15,000",11.4375,72,5.6958,5762.927
2014,BARLEY,WISCONSIN,2256,"16,000",10.9375,71,5.7343,5753.199
2013,BARLEY,WISCONSIN,2352,"16,000",13.5208,70,6.3295,5738.012
2022,CORN,WISCONSIN,10080,"2,990,000",10.9107,69,6.1670,5890.543
2021,CORN,WISCONSIN,10080,"3,000,000",10.7143,75,5.6538,5879.978
2020,CORN,WISCONSIN,9688,"2,930,000",7.9286,72,5.8403,5896.7
2019,CORN,WISCONSIN,9296,"2,670,000",6.1250,68,5.5400,5824.581
2018,CORN,WISCONSIN,9632,"3,170,000",6.0357,71,5.8333,5809.319
2017,CORN,WISCONSIN,9744,"2,930,000",7.2679,70,6.3994,5793.147
2016,CORN,WISCONSIN,9968,"3,220,000",6.9643,73,6.1390,5775.17
2015,CORN,WISCONSIN,9184,"3,000,000",6.8750,72,5.9729,5762.927
2014,CORN,WISCONSIN,8736,"3,110,000",6.7857,73,6.4561,5753.199
2013,CORN,WISCONSIN,8120,"3,030,000",8.3214,72,6.3364,5738.012
2022,WHEAT,WISCONSIN,4680,"235,000",12.2500,71,6.4254,5890.543
2021,WHEAT,WISCONSIN,4500,"245,000",10.4167,70,6.2944,5879.978
2020,WHEAT,WISCONSIN,4140,"125,000",8.1667,69,6.4778,5896.7
2019,WHEAT,WISCONSIN,3840,"150,000",7.4000,75,5.9315,5824.581
2018,WHEAT,WISCONSIN,4260,"200,000",8.6167,72,5.9806,5809.319
2017,WHEAT,WISCONSIN,4080,"170,000",6.4833,68,6.3898,5793.147
2016,WHEAT,WISCONSIN,4740,"250,000",5.9000,71,5.6933,5775.17
2015,WHEAT,WISCONSIN,4440,"210,000",7.8500,70,6.0030,5762.927
2014,WHEAT,WISCONSIN,3900,"250,000",10.6667,75,6.3730,5753.199
2013,WHEAT,WISCONSIN,3480,"265,000",11.8500,75,5.5109,5738.012
2018,OATS,WYOMING,1824,"9,000",11.2500,56,5.6995,579.054
2017,OATS,WYOMING,2720,"5,000",9.6875,53,5.7786,579.994
2016,OATS,WYOMING,1760,"7,000",8.1875,56,6.3156,585.243
2015,OATS,WYOMING,1920,"12,000",8.9375,57,5.9718,586.389
2014,OATS,WYOMING,1888,"7,000",9.9688,60,5.8912,583.159
2013,OATS,WYOMING,1824,"10,000",12.3438,59,6.1298,582.62
2022,BARLEY,WYOMING,4464,"59,000",6.3750,60,6.3131,581.629
2021,BARLEY,WYOMING,4368,"72,000",11.6875,57,6.0537,579.548
2020,BARLEY,WYOMING,4608,"67,000",10.2708,57,5.8048,577.664
2019,BARLEY,WYOMING,5136,"66,000",10.2083,54,6.4007,580.116
2018,BARLEY,WYOMING,4800,"51,000",9.8333,61,5.9540,579.054
2017,BARLEY,WYOMING,4896,"63,000",9.7917,56,5.6093,579.994
2016,BARLEY,WYOMING,4608,"82,000",11.5417,53,5.7773,585.243
2015,BARLEY,WYOMING,4560,"86,000",12.4792,56,5.6824,586.389
2014,BARLEY,WYOMING,5136,"68,000",12.4583,57,5.8640,583.159
2013,BARLEY,WYOMING,4272,"68,000",13.9792,60,6.4444,582.62
2022,CORN,WYOMING,8568,"56,000",14.1071,59,5.5508,581.629
2021,CORN,WYOMING,7392,"79,000",10.7143,60,6.1077,579.548
2020,CORN,WYOMING,6832,"54,000",7.0536,57,5.6207,577.664
2019,CORN,WYOMING,6888,"67,000",6.1607,57,6.3499,580.116
2018,CORN,WYOMING,9184,"70,000",6.7143,54,6.4843,579.054
2017,CORN,WYOMING,8680,"63,000",7.5714,61,5.8387,579.994
2016,CORN,WYOMING,8232,"69,000",7.0179,61,6.2910,585.243
2015,CORN,WYOMING,8904,"59,000",8.1786,60,5.6383,586.389
2014,CORN,WYOMING,7728,"60,000",7.7679,59,6.4156,583.159
2013,CORN,WYOMING,7112,"67,000",9.2500,56,6.3237,582.62
2022,WHEAT,WYOMING,1020,"95,000",13.7500,53,5.7570,581.629
2021,WHEAT,WYOMING,1920,"95,000",12.5000,56,6.1587,579.548
2020,WHEAT,WYOMING,1560,"90,000",7.8500,57,5.7335,577.664
2019,WHEAT,WYOMING,2580,"110,000",8.2500,60,5.9087,580.116
2018,WHEAT,WYOMING,2040,"115,000",10.0000,59,6.3611,579.054
2017,WHEAT,WYOMING,1680,"105,000",8.6667,60,5.9654,579.994
2016,WHEAT,WYOMING,2040,"125,000",7.1667,57,6.4768,585.243
2015,WHEAT,WYOMING,1920,"130,000",8.6333,57,6.2245,586.389
2014,WHEAT,WYOMING,2280,"125,000",11.7833,54,6.2099,583.159
2013,WHEAT,WYOMING,1440,"120,000",13.2333,61,5.8411,582.62
2022,PEANUTS,ALABAMA,"3,400","163,000",0.2770,71,6.6589,5073.903
2021,PEANUTS,ALABAMA,"3,350","182,000",0.2450,70,6.5030,5050.38
2020,PEANUTS,ALABAMA,"3,400","183,000",0.2110,70,7.0381,5031.864
2019,PEANUTS,ALABAMA,"3,350","156,000",0.1940,73,7.8402,4907.965
2018,PEANUTS,ALABAMA,"3,520","161,000",0.2080,74,6.9804,4891.628
2017,PEANUTS,ALABAMA,"3,650","193,000",0.2210,75,7.6285,4877.989
2016,PEANUTS,ALABAMA,"3,600","172,000",0.1970,75,7.0735,4866.824
2015,PEANUTS,ALABAMA,"3,250","196,000",0.1780,70,5.7008,4854.803
2014,PEANUTS,ALABAMA,"3,150","173,000",0.1990,70,5.7186,4843.737
2013,PEANUTS,ALABAMA,"3,550","138,000",0.2260,72,6.6853,4831.586
2022,RICE,ARKANSAS,"7,410","1,080,000",16.5000,70,6.3363,3046.404
2021,RICE,ARKANSAS,"7,630","1,188,000",13.5000,68,5.3862,3028.443
2020,RICE,ARKANSAS,"7,500","1,434,000",12.5000,64,7.5028,3014.348
2019,RICE,ARKANSAS,"7,480","1,125,000",11.9000,64,5.1087,3020.985
2018,RICE,ARKANSAS,"7,520","1,422,000",10.7000,63,6.9844,3012.161
2017,RICE,ARKANSAS,"7,490","1,104,000",11.1000,70,6.9480,3003.855
2016,RICE,ARKANSAS,"6,920","1,521,000",9.3900,69,7.0423,2991.815
2015,RICE,ARKANSAS,"7,340","1,291,000",10.9000,70,6.2491,2979.732
2014,RICE,ARKANSAS,"7,560","1,480,000",12.0000,64,6.9709,2968.759
2013,RICE,ARKANSAS,"7,560","1,064,000",15.2000,65,5.9539,2960.459
2022,PEANUTS,ARKANSAS,"5,200","32,000",0.2520,71,5.8539,7365.684
2021,PEANUTS,ARKANSAS,"5,000","35,000",0.2410,71,6.4425,7272.487
2020,PEANUTS,ARKANSAS,"4,800","38,000",0.1930,69,5.0702,7186.683
2019,PEANUTS,ARKANSAS,"5,200","33,000",0.1980,69,6.0126,7291.843
2018,PEANUTS,ARKANSAS,"4,900","23,000",0.1900,72,6.2540,7164.228
2017,PEANUTS,ARKANSAS,"5,300","29,000",0.2100,68,7.3755,7048.088
2016,PEANUTS,ARKANSAS,"4,800","23,000",0.1850,69,7.7789,6944.767
2022,RICE,CALIFORNIA,"8,770","252,000",41.0000,53,6.2865,39040.616
2021,RICE,CALIFORNIA,"9,050","405,000",32.0000,67,7.0710,39145.06
2020,RICE,CALIFORNIA,"8,720","514,000",22.8000,71,6.2448,39503.2
2019,RICE,CALIFORNIA,"8,460","501,000",21.8000,69,6.0433,39437.61
2018,RICE,CALIFORNIA,"8,620","504,000",21.3000,70,5.8247,39437.463
2017,RICE,CALIFORNIA,"8,410","443,000",20.3000,71,6.3574,39337.785
2016,RICE,CALIFORNIA,"8,840","536,000",14.3000,76,6.3641,39149.186
2015,RICE,CALIFORNIA,"8,890","426,000",18.4000,61,5.0145,38904.296
2014,RICE,CALIFORNIA,"8,580","442,000",21.8000,67,6.1494,38586.706
2013,RICE,CALIFORNIA,"8,480","562,000",20.9000,64,5.9507,38253.768
2022,SUNFLOWER,CALIFORNIA,"1,056","31,500",31.6000,63,5.9604,39040.616
2021,SUNFLOWER,CALIFORNIA,"1,096","45,500",32.0000,63,5.5614,39145.06
2020,SUNFLOWER,CALIFORNIA,"1,296","44,100",24.6000,64,7.4162,39503.2
2019,SUNFLOWER,CALIFORNIA,"1,397","50,600",27.0000,67,5.5834,39437.61
2018,SUNFLOWER,CALIFORNIA,"1,297","59,000",25.0000,69,6.4300,39437.463
2017,SUNFLOWER,CALIFORNIA,954,"53,800",21.1000,71,5.5349,39337.785
2016,SUNFLOWER,CALIFORNIA,"1,345","46,000",23.0000,71,6.9040,39149.186
2015,SUNFLOWER,CALIFORNIA,"1,300","34,400",25.4000,67,6.2715,38904.296
2014,SUNFLOWER,CALIFORNIA,"1,304","47,500",25.2000,68,7.2243,38586.706
2013,SUNFLOWER,CALIFORNIA,"1,296","58,000",27.1000,67,6.1343,38253.768
2022,SUNFLOWER,COLORADO,662,"46,500",26.6000,50,5.2064,5841.039
2021,SUNFLOWER,COLORADO,935,"49,500",30.2000,52,7.7821,5811.596
2020,SUNFLOWER,COLORADO,943,"48,000",21.5000,47,7.0628,5785.219
2019,SUNFLOWER,COLORADO,"1,074","54,000",18.9000,51,7.7304,5758.486
2018,SUNFLOWER,COLORADO,"1,106","54,000",17.3000,48,5.2862,5697.155
2017,SUNFLOWER,COLORADO,"1,026","84,000",16.3000,46,6.7662,5617.421
2016,SUNFLOWER,COLORADO,"1,293","70,000",15.3000,57,7.3828,5543.844
2015,SUNFLOWER,COLORADO,"1,235","69,000",22.2000,52,5.6582,5454.328
2014,SUNFLOWER,COLORADO,"1,528","43,000",26.1000,47,5.5434,5352.637
2013,SUNFLOWER,COLORADO,860,"53,000",25.6000,52,6.2151,5270.774
2022,PEANUTS,FLORIDA,"3,990","144,000",0.2730,75,7.1203,22245.521
