,Year,Commodity,State,Yield_lb_per_acre,Acres_Harvested,Price_in_CWT,HUMIDITY_%,PH_soil_type,Population,prop_aggressive
787,2017,CORN,UTAH,9856.0,20000,,41,5.855119268,3103.54,0.25879396984924624
788,2016,CORN,UTAH,9800.0,29000,6.678571429,36,6.442393461,3044.241,0.2849462365591398
789,2015,CORN,UTAH,9688.0,17000,7.160714286,39,4.507523551,2983.626,0.3275862068965517
790,2014,CORN,UTAH,8960.0,28000,7.571428571,46,6.10729559,2938.327,0.35973597359735976
791,2013,CORN,UTAH,9520.0,31000,9.017857143,56,6.47544932,2898.773,0.355
792,2019,WHEAT,UTAH,3240.0,116000,8.583333333,74,4.555688532,3203.383,0.2409090909090909
793,2018,WHEAT,UTAH,3120.0,103000,8.833333333,70,6.434197756,3155.153,0.22274387063119458
794,2017,WHEAT,UTAH,3120.0,120000,8.683333333,60,5.316875978,3103.54,0.25879396984924624
795,2016,WHEAT,UTAH,3594.0,120000,7.733333333,53,5.279388967,3044.241,0.2849462365591398
796,2015,WHEAT,UTAH,2910.0,128000,8.883333333,49,6.720041791,2983.626,0.3275862068965517
797,2014,WHEAT,UTAH,3018.0,117000,10.1,41,5.72742254,2938.327,0.35973597359735976
798,2013,WHEAT,UTAH,2652.0,124000,11.38333333,36,4.691396195,2898.773,0.355
799,2015,OATS,VIRGINIA,2432.0,4000,7.5,65,6.810186079,8367.303,0.3409395973154362
800,2014,OATS,VIRGINIA,2496.0,3000,9.0625,70,6.454045329,8315.43,0.3236151603498542
801,2013,OATS,VIRGINIA,2240.0,2000,9.6875,67,5.842763773,8255.861,0.30725190839694655
802,2019,BARLEY,VIRGINIA,3120.0,6000,6.25,64,6.414526606,8556.642,0.2028985507246377
803,2018,BARLEY,VIRGINIA,3360.0,9000,5.416666667,65,6.777788126,8510.92,0.23120955699352913
804,2017,BARLEY,VIRGINIA,3504.0,11000,5.416666667,67,6.441328044,8471.011,0.2685145084452144
805,2016,BARLEY,VIRGINIA,3216.0,12000,5.833333333,70,4.650536197,8417.651,0.29333333333333333
806,2015,BARLEY,VIRGINIA,3600.0,16000,6.666666667,65,5.254532213,8367.303,0.3409395973154362
807,2014,BARLEY,VIRGINIA,3792.0,28000,7.5,70,5.910634533,8315.43,0.3236151603498542
808,2013,BARLEY,VIRGINIA,3936.0,44000,7.916666667,67,4.755273631,8255.861,0.30725190839694655
809,2019,CORN,VIRGINIA,8064.0,380000,7.321428571,64,4.754435025,8556.642,0.2028985507246377
810,2018,CORN,VIRGINIA,8176.0,325000,7.535714286,65,6.831706773,8510.92,0.23120955699352913
811,2017,CORN,VIRGINIA,7840.0,340000,,67,6.967417766,8471.011,0.2685145084452144
812,2016,CORN,VIRGINIA,8288.0,340000,6.071428571,70,4.947683034,8417.651,0.29333333333333333
813,2015,CORN,VIRGINIA,9016.0,300000,6.589285714,65,5.630619901,8367.303,0.3409395973154362
814,2014,CORN,VIRGINIA,8120.0,350000,6.321428571,70,6.27339822,8315.43,0.3236151603498542
815,2013,CORN,VIRGINIA,8624.0,360000,8.160714286,67,6.472774648,8255.861,0.30725190839694655
816,2019,WHEAT,VIRGINIA,3720.0,105000,7.55,64,4.981816523,8556.642,0.2028985507246377
817,2018,WHEAT,VIRGINIA,3600.0,155000,7.833333333,65,5.421265283,8510.92,0.23120955699352913
818,2017,WHEAT,VIRGINIA,3960.0,145000,7.0,67,6.942520105,8471.011,0.2685145084452144
819,2016,WHEAT,VIRGINIA,3180.0,175000,7.233333333,70,5.435840509,8417.651,0.29333333333333333
820,2015,WHEAT,VIRGINIA,3960.0,210000,7.5,68,5.870116071,8367.303,0.3409395973154362
821,2014,WHEAT,VIRGINIA,4080.0,260000,8.0,68,4.74910393,8315.43,0.3236151603498542
822,2013,WHEAT,VIRGINIA,3720.0,290000,10.0,70,5.497946899,8255.861,0.30725190839694655
823,2018,OATS,WASHINGTON,1472.0,4000,6.8125,80,6.811291098,7526.793,0.23004059539918809
824,2017,OATS,WASHINGTON,1344.0,4000,7.0625,84,6.460542749,7427.951,0.27722772277227725
825,2016,OATS,WASHINGTON,1952.0,7000,5.53125,73,4.791146778,7299.961,0.30944625407166126
826,2015,OATS,WASHINGTON,1728.0,5000,7.875,65,6.4841522,7167.287,0.3274268104776579
827,2014,OATS,WASHINGTON,2240.0,5000,7.96875,60,6.526654345,7057.531,0.3602693602693603
828,2013,OATS,WASHINGTON,2176.0,5000,12.5,76,6.279133738,6966.252,0.3328488372093023
829,2019,BARLEY,WASHINGTON,3360.0,84000,10.58333333,79,4.66910839,7614.024,0.25203252032520324
830,2018,BARLEY,WASHINGTON,3504.0,67000,9.166666667,82,5.101206389,7526.793,0.23004059539918809
831,2017,BARLEY,WASHINGTON,2544.0,85000,6.4375,72,5.339556562,7427.951,0.27722772277227725
832,2016,BARLEY,WASHINGTON,3696.0,93000,6.020833333,64,5.061081874,7299.961,0.30944625407166126
833,2015,BARLEY,WASHINGTON,2304.0,105000,6.895833333,60,5.821106036,7167.287,0.3274268104776579
834,2014,BARLEY,WASHINGTON,2880.0,105000,7.375,75,5.956027059,7057.531,0.3602693602693603
835,2013,BARLEY,WASHINGTON,3456.0,195000,8.583333333,78,5.676032581,6966.252,0.3328488372093023
836,2019,CORN,WASHINGTON,13272.0,84000,7.375,73,4.934964765,7614.024,0.25203252032520324
837,2018,CORN,WASHINGTON,12320.0,84000,,65,5.445008416,7526.793,0.23004059539918809
838,2017,CORN,WASHINGTON,12600.0,80000,6.696428571,60,4.525722333,7427.951,0.27722772277227725
839,2016,CORN,WASHINGTON,13160.0,85000,7.410714286,76,5.403908328,7299.961,0.30944625407166126
840,2015,CORN,WASHINGTON,12040.0,75000,7.160714286,75,6.621623545,7167.287,0.3274268104776579
841,2014,CORN,WASHINGTON,12040.0,110000,6.732142857,79,6.207495815,7057.531,0.3602693602693603
842,2013,CORN,WASHINGTON,12040.0,105000,7.625,62,5.418475257,6966.252,0.3328488372093023
843,2019,WHEAT,WASHINGTON,3882.0,2215000,9.083333333,64,6.15526103,7614.024,0.25203252032520324
844,2018,WHEAT,WASHINGTON,4248.0,2165000,8.733333333,60,5.732453638,7526.793,0.23004059539918809
845,2017,WHEAT,WASHINGTON,3996.0,2140000,9.2,75,6.253034534,7427.951,0.27722772277227725
846,2016,WHEAT,WASHINGTON,4290.0,2200000,6.916666667,78,6.106190557,7299.961,0.30944625407166126
847,2015,WHEAT,WASHINGTON,3018.0,2225000,7.633333333,61,5.647202395,7167.287,0.3274268104776579
848,2014,WHEAT,WASHINGTON,2892.0,2250000,9.233333333,68,6.130310493,7057.531,0.3602693602693603
849,2013,WHEAT,WASHINGTON,4014.0,2175000,11.4,72,6.499604931,6966.252,0.3328488372093023
850,2019,CORN,WEST VIRGINIA,9240.0,38000,7.321428571,70,6.27564088,1795.263,0.2619047619047619
851,2018,CORN,WEST VIRGINIA,8512.0,33000,8.035714286,72,5.536645599,1805.953,0.2564102564102564
852,2017,CORN,WEST VIRGINIA,8512.0,33000,6.964285714,71,6.208196881,1818.683,0.26433430515063167
853,2016,CORN,WEST VIRGINIA,8120.0,35000,5.928571429,75,5.870600622,1832.435,0.34686346863468637
854,2015,CORN,WEST VIRGINIA,8288.0,35000,6.375,72,6.334771461,1843.332,0.3365695792880259
855,2014,CORN,WEST VIRGINIA,8344.0,36000,6.732142857,75,5.856575335,1850.569,0.35494880546075086
856,2013,CORN,WEST VIRGINIA,8232.0,36000,7.982142857,74,5.898944282,1854.768,0.3670886075949367
857,2018,WHEAT,WEST VIRGINIA,2760.0,3000,8.733333333,73,5.775600435,1805.953,0.2564102564102564
858,2017,WHEAT,WEST VIRGINIA,4140.0,4000,7.666666667,69,5.931101816,1818.683,0.26433430515063167
859,2016,WHEAT,WEST VIRGINIA,3660.0,4000,7.733333333,72,6.2286454,1832.435,0.34686346863468637
860,2015,WHEAT,WEST VIRGINIA,3600.0,4000,8.7,68,5.594240603,1843.332,0.3365695792880259
861,2014,WHEAT,WEST VIRGINIA,3840.0,7000,9.383333333,72,5.569230319,1850.569,0.35494880546075086
862,2013,WHEAT,WEST VIRGINIA,3120.0,7000,11.66666667,71,5.93202852,1854.768,0.3670886075949367
863,2019,OATS,WISCONSIN,1728.0,120000,9.78125,72,6.000573725,5896.7,0.24592220828105396
864,2018,OATS,WISCONSIN,1952.0,90000,8.65625,71,5.685102769,5809.319,0.25691937424789413
865,2017,OATS,WISCONSIN,1888.0,85000,8.6875,70,5.662140095,5793.147,0.2777526053466244
866,2016,OATS,WISCONSIN,2112.0,100000,5.8125,69,6.358186848,5775.17,0.33126934984520123
867,2015,OATS,WISCONSIN,2304.0,195000,5.65625,75,6.119495295,5762.927,0.3212520593080725
868,2014,OATS,WISCONSIN,1984.0,140000,11.0,72,6.207600783,5753.199,0.3353658536585366
869,2013,OATS,WISCONSIN,2080.0,105000,12.71875,68,6.48754639,5738.012,0.3528225806451613
870,2019,BARLEY,WISCONSIN,2208.0,8000,10.9375,72,6.487369687,5824.581,0.24592220828105396
871,2018,BARLEY,WISCONSIN,2160.0,9000,8.333333333,73,6.116982944,5809.319,0.25691937424789413
872,2015,BARLEY,WISCONSIN,2640.0,15000,11.4375,72,5.695792761,5762.927,0.3212520593080725
873,2014,BARLEY,WISCONSIN,2256.0,16000,10.9375,71,5.734317007,5753.199,0.3353658536585366
874,2013,BARLEY,WISCONSIN,2352.0,16000,13.52083333,70,6.329499832,5738.012,0.3528225806451613
875,2019,CORN,WISCONSIN,9296.0,2670000,6.125,68,5.539980812,5824.581,0.24592220828105396
876,2018,CORN,WISCONSIN,9632.0,3170000,6.035714286,71,5.833302165,5809.319,0.25691937424789413
877,2017,CORN,WISCONSIN,9744.0,2930000,7.267857143,70,6.399433771,5793.147,0.2777526053466244
878,2016,CORN,WISCONSIN,9968.0,3220000,6.964285714,73,6.138958698,5775.17,0.33126934984520123
879,2015,CORN,WISCONSIN,9184.0,3000000,6.875,72,5.972850838,5762.927,0.3212520593080725
880,2014,CORN,WISCONSIN,8736.0,3110000,6.785714286,73,6.456079585,5753.199,0.3353658536585366
881,2013,CORN,WISCONSIN,8120.0,3030000,8.321428571,72,6.336426667,5738.012,0.3528225806451613
882,2019,WHEAT,WISCONSIN,3840.0,150000,7.4,75,5.931538447,5824.581,0.24592220828105396
883,2018,WHEAT,WISCONSIN,4260.0,200000,8.616666667,72,5.980598579,5809.319,0.25691937424789413
884,2017,WHEAT,WISCONSIN,4080.0,170000,6.483333333,68,6.389783283,5793.147,0.2777526053466244
885,2016,WHEAT,WISCONSIN,4740.0,250000,5.9,71,5.693287415,5775.17,0.33126934984520123
886,2015,WHEAT,WISCONSIN,4440.0,210000,7.85,70,6.00299607,5762.927,0.3212520593080725
887,2014,WHEAT,WISCONSIN,3900.0,250000,10.66666667,75,6.372959542,5753.199,0.3353658536585366
888,2013,WHEAT,WISCONSIN,3480.0,265000,11.85,75,5.510924849,5738.012,0.3528225806451613
889,2018,OATS,WYOMING,1824.0,9000,11.25,56,5.69945282,579.054,0.21818181818181817
890,2017,OATS,WYOMING,2720.0,5000,9.6875,53,5.778594403,579.994,0.26223776223776224
891,2016,OATS,WYOMING,1760.0,7000,8.1875,56,6.315586313,585.243,0.25316455696202533
892,2015,OATS,WYOMING,1920.0,12000,8.9375,57,5.971813006,586.389,0.24324324324324326
893,2014,OATS,WYOMING,1888.0,7000,9.96875,60,5.891195653,583.159,0.29213483146067415
894,2013,OATS,WYOMING,1824.0,10000,12.34375,59,6.129812716,582.62,0.44155844155844154
895,2019,BARLEY,WYOMING,5136.0,66000,10.20833333,54,6.400719746,580.116,0.21008403361344538
896,2018,BARLEY,WYOMING,4800.0,51000,9.833333333,61,5.953966361,579.054,0.21818181818181817
897,2017,BARLEY,WYOMING,4896.0,63000,9.791666667,56,5.609255992,579.994,0.26223776223776224
898,2016,BARLEY,WYOMING,4608.0,82000,11.54166667,53,5.777271492,585.243,0.25316455696202533
899,2015,BARLEY,WYOMING,4560.0,86000,12.47916667,56,5.682395429,586.389,0.24324324324324326
900,2014,BARLEY,WYOMING,5136.0,68000,12.45833333,57,5.863996687,583.159,0.29213483146067415
901,2013,BARLEY,WYOMING,4272.0,68000,13.97916667,60,6.444373116,582.62,0.44155844155844154
902,2019,CORN,WYOMING,6888.0,67000,6.160714286,57,6.349875906,580.116,0.21008403361344538
903,2018,CORN,WYOMING,9184.0,70000,6.714285714,54,6.484323189,579.054,0.21818181818181817
904,2017,CORN,WYOMING,8680.0,63000,7.571428571,61,5.838748311,579.994,0.26223776223776224
905,2016,CORN,WYOMING,8232.0,69000,7.017857143,61,6.29099842,585.243,0.25316455696202533
906,2015,CORN,WYOMING,8904.0,59000,8.178571429,60,5.638328481,586.389,0.24324324324324326
907,2014,CORN,WYOMING,7728.0,60000,7.767857143,59,6.415555956,583.159,0.29213483146067415
908,2013,CORN,WYOMING,7112.0,67000,9.25,56,6.323722572,582.62,0.44155844155844154
909,2019,WHEAT,WYOMING,2580.0,110000,8.25,60,5.908724337,580.116,0.21008403361344538
910,2018,WHEAT,WYOMING,2040.0,115000,10.0,59,6.361141107,579.054,0.21818181818181817
911,2017,WHEAT,WYOMING,1680.0,105000,8.666666667,60,5.96537863,579.994,0.26223776223776224
912,2016,WHEAT,WYOMING,2040.0,125000,7.166666667,57,6.476757723,585.243,0.25316455696202533
913,2015,WHEAT,WYOMING,1920.0,130000,8.633333333,57,6.224542938,586.389,0.24324324324324326
914,2014,WHEAT,WYOMING,2280.0,125000,11.78333333,54,6.209928251,583.159,0.29213483146067415
915,2013,WHEAT,WYOMING,1440.0,120000,13.23333333,61,5.841138354,582.62,0.44155844155844154
916,2019,PEANUTS,ALABAMA,3350.0,156000,0.194,73,7.840207144,4907.965,0.23389021479713604
917,2018,PEANUTS,ALABAMA,3520.0,161000,0.208,74,6.980400905,4891.628,0.2420675537359263
918,2017,PEANUTS,ALABAMA,3650.0,193000,0.221,75,7.628472891,4877.989,0.23975044563279857
919,2016,PEANUTS,ALABAMA,3600.0,172000,0.197,75,7.073453503,4866.824,0.29819277108433734
920,2015,PEANUTS,ALABAMA,3250.0,196000,0.178,70,5.70080568,4854.803,0.32972972972972975
921,2014,PEANUTS,ALABAMA,3150.0,173000,0.199,70,5.718627178,4843.737,0.3857442348008386
922,2013,PEANUTS,ALABAMA,3550.0,138000,0.226,72,6.685346424,4831.586,0.34908136482939633
923,2019,RICE,ARKANSAS,7480.0,1125000,11.9,64,5.108681786,3020.985,0.2972972972972973
924,2018,RICE,ARKANSAS,7520.0,1422000,10.7,63,6.98435366,3012.161,0.2318840579710145
925,2017,RICE,ARKANSAS,7490.0,1104000,11.1,70,6.94801983,3003.855,0.27132867132867133
926,2016,RICE,ARKANSAS,6920.0,1521000,9.39,69,7.042299069,2991.815,0.3544973544973545
927,2015,RICE,ARKANSAS,7340.0,1291000,10.9,70,6.249050656,2979.732,0.37222222222222223
928,2014,RICE,ARKANSAS,7560.0,1480000,12.0,64,6.970859754,2968.759,0.3698630136986301
929,2013,RICE,ARKANSAS,7560.0,1064000,15.2,65,5.953933276,2960.459,0.32160804020100503
930,2019,PEANUTS,ARKANSAS,5200.0,33000,0.198,69,6.012632591,7291.843,0.2972972972972973
931,2018,PEANUTS,ARKANSAS,4900.0,23000,0.19,72,6.254028451,7164.228,0.2318840579710145
932,2017,PEANUTS,ARKANSAS,5300.0,29000,0.21,68,7.375482851,7048.088,0.27132867132867133
933,2016,PEANUTS,ARKANSAS,4800.0,23000,0.185,69,7.778915154,6944.767,0.3544973544973545
934,2019,RICE,CALIFORNIA,8460.0,501000,21.8,69,6.043304899,39437.61,0.2061391157420445
935,2018,RICE,CALIFORNIA,8620.0,504000,21.3,70,5.824709117,39437.463,0.21320667759115117
936,2017,RICE,CALIFORNIA,8410.0,443000,20.3,71,6.357389366,39337.785,0.25302046519273447
937,2016,RICE,CALIFORNIA,8840.0,536000,14.3,76,6.364134968,39149.186,0.3057829759584146
938,2015,RICE,CALIFORNIA,8890.0,426000,18.4,61,5.01450727,38904.296,0.3259488516044958
939,2014,RICE,CALIFORNIA,8580.0,442000,21.8,67,6.149410611,38586.706,0.32690507395618795
940,2013,RICE,CALIFORNIA,8480.0,562000,20.9,64,5.950660556,38253.768,0.3082536487166583
941,2019,SUNFLOWER,CALIFORNIA,1397.0,50600,27.0,67,5.583370042,39437.61,0.2061391157420445
942,2018,SUNFLOWER,CALIFORNIA,1297.0,59000,25.0,69,6.430010215,39437.463,0.21320667759115117
943,2017,SUNFLOWER,CALIFORNIA,954.0,53800,21.1,71,5.534878156,39337.785,0.25302046519273447
944,2016,SUNFLOWER,CALIFORNIA,1345.0,46000,23.0,71,6.903985986,39149.186,0.3057829759584146
945,2015,SUNFLOWER,CALIFORNIA,1300.0,34400,25.4,67,6.271478838,38904.296,0.3259488516044958
946,2014,SUNFLOWER,CALIFORNIA,1304.0,47500,25.2,68,7.224285503,38586.706,0.32690507395618795
947,2013,SUNFLOWER,CALIFORNIA,1296.0,58000,27.1,67,6.13428721,38253.768,0.3082536487166583
948,2019,SUNFLOWER,COLORADO,1074.0,54000,18.9,51,7.730367824,5758.486,0.23333333333333334
949,2018,SUNFLOWER,COLORADO,1106.0,54000,17.3,48,5.286203711,5697.155,0.24371750433275563
950,2017,SUNFLOWER,COLORADO,1026.0,84000,16.3,46,6.766240045,5617.421,0.2298636926889715
951,2016,SUNFLOWER,COLORADO,1293.0,70000,15.3,57,7.382762603,5543.844,0.3119266055045872
952,2015,SUNFLOWER,COLORADO,1235.0,69000,22.2,52,5.658169482,5454.328,0.3336980306345733
953,2014,SUNFLOWER,COLORADO,1528.0,43000,26.1,47,5.543360238,5352.637,0.34728682170542635
954,2013,SUNFLOWER,COLORADO,860.0,53000,25.6,52,6.215109715,5270.774,0.3020833333333333
955,2019,PEANUTS,FLORIDA,3800.0,155000,0.201,76,6.501697816,21492.056,0.20112302194997447
956,2018,PEANUTS,FLORIDA,3960.0,143000,0.207,74,7.592490617,21254.926,0.23626011387473778
957,2017,PEANUTS,FLORIDA,3450.0,185000,0.229,73,5.875345751,20977.089,0.23067010309278352
958,2016,PEANUTS,FLORIDA,3800.0,146000,0.193,74,6.932400225,20627.237,0.32957393483709274
959,2015,PEANUTS,FLORIDA,3600.0,180000,0.188,75,6.946209881,6832.81,0.3446277307177887
960,2014,PEANUTS,FLORIDA,4000.0,167000,0.215,76,5.739175027,6732.873,0.3688324377137274
961,2013,PEANUTS,FLORIDA,3950.0,131000,0.242,75,6.738652179,6634.69,0.3807968647942521
962,2019,PEANUTS,GEORGIA,4170.0,660000,0.195,70,6.363472208,10628.02,0.17917511832319136
963,2018,PEANUTS,GEORGIA,4390.0,655000,0.205,68,6.880431223,10519.389,0.21366919147437027
964,2017,PEANUTS,GEORGIA,4330.0,825000,0.221,71,7.300410836,10417.031,0.24958217270194985
965,2016,PEANUTS,GEORGIA,3900.0,706000,0.186,68,6.587918708,10308.442,0.3513761467889908
966,2015,PEANUTS,GEORGIA,4330.0,777000,0.192,71,7.283736617,20219.111,0.36129647283126787
967,2014,PEANUTS,GEORGIA,4135.0,589000,0.206,68,7.023936392,19853.88,0.34434434434434436
968,2013,PEANUTS,GEORGIA,4430.0,426000,0.24,69,6.939083505,19551.678,0.3269230769230769
969,2019,LENTILS,IDAHO,1070.0,30000,18.4,57,7.524080076,1789.06,0.21171171171171171
970,2018,LENTILS,IDAHO,1360.0,31000,24.6,57,5.706943251,1752.074,0.2391304347826087
971,2017,LENTILS,IDAHO,900.0,35000,28.2,58,5.758506323,1719.745,0.38172715894868586
972,2016,LENTILS,IDAHO,1550.0,37000,27.3,60,6.349606327,1684.036,0.35260115606936415
973,2015,LENTILS,IDAHO,800.0,32000,37.7,59,5.999969026,1652.495,0.3157894736842105
974,2014,LENTILS,IDAHO,1100.0,24000,31.0,58,5.453592032,1632.248,0.2727272727272727
975,2013,LENTILS,IDAHO,1300.0,30000,24.4,56,6.372576327,1612.053,0.1896551724137931
976,2019,SUNFLOWER,KANSAS,1373.0,41300,18.5,62,6.462391607,2912.635,0.24533333333333332
977,2018,SUNFLOWER,KANSAS,1500.0,48500,17.6,61,7.069172227,2912.748,0.238061797752809
978,2017,SUNFLOWER,KANSAS,1359.0,62200,17.7,67,7.473134377,2910.892,0.2585858585858586
979,2016,SUNFLOWER,KANSAS,1425.0,58000,16.5,62,6.158376967,2912.977,0.31666666666666665
980,2015,SUNFLOWER,KANSAS,1738.0,78000,20.5,61,7.549873681,2910.717,0.37799043062200954
981,2014,SUNFLOWER,KANSAS,1552.0,59000,22.2,68,6.028321558,2901.861,0.34965034965034963
982,2013,SUNFLOWER,KANSAS,1262.0,65000,22.3,67,6.604993475,2894.306,0.30434782608695654
983,2019,RICE,LOUISIANA,6380.0,412000,11.8,74,5.333322606,4658.285,0.2003853564547206
984,2018,RICE,LOUISIANA,7130.0,436000,11.2,76,5.749914421,4664.45,0.22858472998137802
985,2017,RICE,LOUISIANA,6710.0,395000,11.7,75,6.931756558,4673.673,0.2765205091937765
986,2016,RICE,LOUISIANA,6630.0,428000,10.2,72,6.657964753,4681.346,0.36752136752136755
987,2015,RICE,LOUISIANA,6940.0,415000,11.4,74,6.596060648,4666.998,0.41414141414141414
988,2014,RICE,LOUISIANA,7130.0,462000,12.9,73,5.970458434,4645.938,0.37572254335260113
989,2013,RICE,LOUISIANA,7300.0,413000,15.5,72,6.158830619,4626.04,0.40756302521008403
990,2019,SUNFLOWER,MINNESOTA,1845.0,54100,19.8,71,5.750254943,5640.053,0.19569471624266144
991,2018,SUNFLOWER,MINNESOTA,2236.0,49900,18.4,70,5.852607099,5608.762,0.23390364700585323
992,2017,SUNFLOWER,MINNESOTA,1886.0,36300,18.9,69,6.472523287,5569.283,0.29354838709677417
993,2016,SUNFLOWER,MINNESOTA,1465.0,77500,19.1,68,6.967057762,5525.36,0.31017964071856285
994,2015,SUNFLOWER,MINNESOTA,1686.0,98500,21.0,65,6.082973754,5484.002,0.32476319350473615
995,2014,SUNFLOWER,MINNESOTA,1477.0,59500,24.5,70,5.919045532,5452.665,0.3558201058201058
996,2013,SUNFLOWER,MINNESOTA,1669.0,41500,22.5,71,6.204747653,5414.722,0.34365325077399383
997,2019,RICE,MISSISSIPPI,7350.0,114000,11.9,72,6.28886807,2978.227,0.21973094170403587
998,2018,RICE,MISSISSIPPI,7350.0,137000,10.8,71,6.550563823,2982.879,0.24390243902439024
999,2017,RICE,MISSISSIPPI,7400.0,114000,11.5,75,5.573286437,2990.674,0.2545090180360721
1000,2016,RICE,MISSISSIPPI,7180.0,194000,9.55,74,6.829199275,2990.595,0.375
1001,2015,RICE,MISSISSIPPI,7110.0,149000,11.0,75,5.716222912,2990.231,0.34810126582278483
1002,2014,RICE,MISSISSIPPI,7420.0,190000,12.2,76,5.54990242,2991.892,0.2783018867924528
1003,2013,RICE,MISSISSIPPI,7400.0,124000,15.4,71,6.586244581,2989.839,0.28078817733990147
1004,2019,PEANUTS,MISSISSIPPI,4000.0,19000,0.189,70,6.576418207,2978.227,0.21973094170403587
1005,2018,PEANUTS,MISSISSIPPI,4000.0,23000,0.202,72,6.178056304,2982.879,0.24390243902439024
1006,2017,PEANUTS,MISSISSIPPI,4000.0,43000,0.206,73,6.641906353,2990.674,0.2545090180360721
1007,2016,PEANUTS,MISSISSIPPI,4000.0,38000,0.182,74,6.489040367,2990.595,0.375
1008,2015,PEANUTS,MISSISSIPPI,3500.0,41000,0.174,75,5.680361038,10183.353,0.34810126582278483
1009,2014,PEANUTS,MISSISSIPPI,4000.0,31000,0.208,75,6.625404348,10071.204,0.2783018867924528
1010,2013,PEANUTS,MISSISSIPPI,3700.0,33000,0.243,76,6.524478032,9975.592,0.28078817733990147
1011,2019,RICE,MISSOURI,7370.0,175000,12.1,70,6.092725883,6140.475,0.23804226918798665
1012,2018,RICE,MISSOURI,7770.0,221000,10.7,71,6.234330356,6125.986,0.24736436101825662
1013,2017,RICE,MISSOURI,7440.0,160000,12.0,67,5.722579819,6111.382,0.27494014365522745
1014,2016,RICE,MISSOURI,6650.0,231000,9.92,68,6.430616465,6091.384,0.38395061728395063
1015,2015,RICE,MISSOURI,7020.0,174000,11.2,69,5.983952675,6075.411,0.3516998827667057
1016,2014,RICE,MISSOURI,6830.0,213000,11.0,70,6.80163854,6059.13,0.3373676248108926
1017,2013,RICE,MISSOURI,7030.0,156000,15.1,71,6.499936446,6042.989,0.33273056057866185
1018,2019,LENTILS,MONTANA,1280.0,268000,15.5,57,6.807487794,1070.123,0.2626728110599078
1019,2018,LENTILS,MONTANA,1070.0,452000,14.1,68,6.671085817,1061.818,0.24462061155152887
1020,2017,LENTILS,MONTANA,650.0,670000,25.3,61,6.648725327,1053.862,0.23138832997987926
1021,2016,LENTILS,MONTANA,1460.0,505000,28.5,68,6.439071996,1042.137,0.24203821656050956
1022,2015,LENTILS,MONTANA,1100.0,222000,30.3,65,6.474476516,1031.495,0.2694300518134715
1023,2014,LENTILS,MONTANA,1480.0,119000,22.8,60,5.871647806,1022.657,0.30612244897959184
1024,2013,LENTILS,MONTANA,1500.0,129000,18.3,68,5.730617109,1014.158,0.4262295081967213
1025,2019,SUNFLOWER,NEBRASKA,1300.0,34500,18.7,65,6.272417541,1932.571,0.19607843137254902
1026,2018,SUNFLOWER,NEBRASKA,1414.0,33500,18.3,69,5.715208817,1925.512,0.23240033927056827
1027,2017,SUNFLOWER,NEBRASKA,1421.0,43500,20.4,59,5.773454729,1916.998,0.25753768844221103
1028,2016,SUNFLOWER,NEBRASKA,1491.0,39000,19.2,59,5.584171461,1906.483,0.41901408450704225
1029,2015,SUNFLOWER,NEBRASKA,1784.0,44500,21.7,67,5.787268394,1892.059,0.3094170403587444
1030,2014,SUNFLOWER,NEBRASKA,1335.0,35500,23.3,69,5.77597783,1879.955,0.33668341708542715
1031,2013,SUNFLOWER,NEBRASKA,903.0,36500,23.6,65,6.864793607,1865.813,0.3763440860215054
1032,2019,PEANUTS,NEW MEXICO,3350.0,4400,0.274,52,6.960358276,2099.634,0.2318181818181818
1033,2018,PEANUTS,NEW MEXICO,2850.0,5600,0.292,53,6.11275104,2093.754,0.20629820051413883
1034,2017,PEANUTS,NEW MEXICO,3500.0,7600,0.289,51,6.708446922,2092.844,0.2217607973421927
1035,2016,PEANUTS,NEW MEXICO,2800.0,8000,0.2,50,5.561510732,2092.555,0.2681992337164751
1036,2015,PEANUTS,NEW MEXICO,3130.0,4900,0.215,48,5.873242491,2990.231,0.2814814814814815
1037,2014,PEANUTS,NEW MEXICO,3500.0,4500,0.303,49,6.995843776,2991.892,0.24867724867724866
1038,2013,PEANUTS,NEW MEXICO,3100.0,7000,0.334,52,5.714799723,2989.839,0.34615384615384615
1039,2019,PEANUTS,NORTH CAROLINA,4400.0,102000,0.221,76,6.352471866,10501.384,0.22699849170437406
1040,2018,PEANUTS,NORTH CAROLINA,3870.0,98000,0.23,67,6.822586546,10391.358,0.2141308276111312
1041,2017,PEANUTS,NORTH CAROLINA,4100.0,117000,0.237,70,6.655426355,10275.758,0.2613435474366529
1042,2016,PEANUTS,NORTH CAROLINA,3530.0,99000,0.213,70,6.121294041,10161.802,0.3574338085539715
1043,2015,PEANUTS,NORTH CAROLINA,3480.0,87000,0.221,67,5.790770203,2090.071,0.34299516908212563
1044,2014,PEANUTS,NORTH CAROLINA,4320.0,93000,0.262,74,6.47444292,2090.236,0.3231106243154436
1045,2013,PEANUTS,NORTH CAROLINA,3900.0,81000,0.275,74,6.455116637,2092.833,0.3378561736770692
1046,2019,SUNFLOWER,NORTH DAKOTA,1516.0,494000,19.7,65,5.721667141,763.724,0.25675675675675674
1047,2018,SUNFLOWER,NORTH DAKOTA,1760.0,420000,18.1,68,6.644205485,760.062,0.21726190476190477
