,Year,Commodity,State,Yield_lb_per_acre,Acres_Harvested,Price_in_CWT,HUMIDITY_%,PH_soil_type,Population,prop_believer,prop_denier,prop_neutral
590,2018,WHEAT,NORTH DAKOTA,2856.0,7635000,8.633333333,66,6.950300686,760.062,0.5863095238095238,0.17261904761904762,0.24107142857142858
591,2017,WHEAT,NORTH DAKOTA,2274.0,6260000,7.833333333,67,6.958054839,756.755,0.6891891891891891,0.11711711711711711,0.19369369369369369
592,2016,WHEAT,NORTH DAKOTA,2700.0,7405000,6.75,65,6.54803469,756.114,0.4246575342465753,0.2328767123287671,0.3424657534246575
593,2015,WHEAT,NORTH DAKOTA,2802.0,7915000,8.716666667,64,6.461618577,755.537,0.3950617283950617,0.2345679012345679,0.37037037037037035
594,2014,WHEAT,NORTH DAKOTA,2778.0,7490000,10.33333333,66,7.065264073,738.736,0.147239263803681,0.15950920245398773,0.6932515337423313
595,2013,WHEAT,NORTH DAKOTA,2724.0,6025000,11.53333333,67,6.765091462,723.149,0.24074074074074073,0.24074074074074073,0.5185185185185185
596,2019,OATS,OHIO,1472.0,25000,11.71875,70,6.313284268,11798.292,0.718369259606373,0.08575445173383317,0.1958762886597938
597,2018,OATS,OHIO,2080.0,30000,11.75,70,7.393210848,11680.892,0.6069572171131548,0.12728242036518725,0.265760362521658
598,2017,OATS,OHIO,2240.0,20000,10.96875,71,7.504930973,11665.706,0.6881955484896661,0.10075516693163752,0.21104928457869634
599,2016,OATS,OHIO,2368.0,25000,9.5,72,7.198076286,11640.06,0.5265573770491804,0.12721311475409836,0.3462295081967213
600,2015,OATS,OHIO,2016.0,40000,10.28125,73,7.007037515,11622.315,0.4270557029177719,0.15716180371352786,0.41578249336870027
601,2014,OATS,OHIO,2016.0,35000,14.53125,70,6.677262562,11606.573,0.2967189728958631,0.21112696148359486,0.4921540656205421
602,2013,OATS,OHIO,2016.0,25000,11.71875,70,6.74398035,11579.692,0.29650613786591123,0.19169027384324835,0.5118035882908404
603,2019,CORN,OHIO,9184.0,2570000,6.982142857,71,6.924042372,11696.507,0.718369259606373,0.08575445173383317,0.1958762886597938
604,2018,CORN,OHIO,10472.0,3300000,,72,7.437373666,11680.892,0.6069572171131548,0.12728242036518725,0.265760362521658
605,2017,CORN,OHIO,9912.0,3150000,7.178571429,70,7.142611056,11665.706,0.6881955484896661,0.10075516693163752,0.21104928457869634
606,2016,CORN,OHIO,8904.0,3300000,6.482142857,70,7.74672376,11640.06,0.5265573770491804,0.12721311475409836,0.3462295081967213
607,2015,CORN,OHIO,8568.0,3260000,7.0,71,6.300479414,11622.315,0.4270557029177719,0.15716180371352786,0.41578249336870027
608,2014,CORN,OHIO,9856.0,3480000,6.696428571,70,6.078724107,11606.573,0.2967189728958631,0.21112696148359486,0.4921540656205421
609,2013,CORN,OHIO,9744.0,3740000,7.982142857,70,6.76660668,11579.692,0.29650613786591123,0.19169027384324835,0.5118035882908404
610,2019,WHEAT,OHIO,3360.0,385000,7.3,73,7.732194788,11696.507,0.718369259606373,0.08575445173383317,0.1958762886597938
611,2018,WHEAT,OHIO,4500.0,450000,8.166666667,72,6.157782589,11680.892,0.6069572171131548,0.12728242036518725,0.265760362521658
612,2017,WHEAT,OHIO,4440.0,460000,7.666666667,71,7.240988401,11665.706,0.6881955484896661,0.10075516693163752,0.21104928457869634
613,2016,WHEAT,OHIO,4800.0,560000,6.916666667,70,6.898905799,11640.06,0.5265573770491804,0.12721311475409836,0.3462295081967213
614,2015,WHEAT,OHIO,4020.0,480000,7.833333333,73,6.818681086,11622.315,0.4270557029177719,0.15716180371352786,0.41578249336870027
615,2014,WHEAT,OHIO,4440.0,545000,8.0,72,6.261937875,11606.573,0.2967189728958631,0.21112696148359486,0.4921540656205421
616,2013,WHEAT,OHIO,4200.0,640000,11.0,71,6.493036868,11579.692,0.29650613786591123,0.19169027384324835,0.5118035882908404
617,2019,OATS,OKLAHOMA,1600.0,25000,6.5625,61,6.052184881,3965.234,0.6747211895910781,0.08550185873605948,0.23977695167286245
618,2018,OATS,OKLAHOMA,1536.0,10000,8.59375,68,7.002216044,3943.488,0.5884353741496599,0.13022351797862003,0.2813411078717201
619,2017,OATS,OKLAHOMA,1344.0,16000,9.4375,64,7.272427638,3933.602,0.6716867469879518,0.11295180722891567,0.21536144578313254
620,2016,OATS,OKLAHOMA,1376.0,8000,9.21875,67,5.962001484,3928.143,0.5272277227722773,0.1707920792079208,0.30198019801980197
621,2015,OATS,OKLAHOMA,1248.0,7000,7.65625,64,7.080506001,3910.518,0.48247978436657685,0.19137466307277629,0.3261455525606469
622,2014,OATS,OKLAHOMA,1216.0,10000,13.28125,61,6.593798387,3879.187,0.27988338192419826,0.22740524781341107,0.49271137026239065
623,2013,OATS,OKLAHOMA,1216.0,7000,11.875,62,7.28805662,3853.891,0.2692307692307692,0.23076923076923078,0.5
624,2019,CORN,OKLAHOMA,7672.0,330000,7.142857143,67,6.280725549,3960.676,0.6747211895910781,0.08550185873605948,0.23977695167286245
625,2018,CORN,OKLAHOMA,7504.0,270000,6.964285714,66,7.621494566,3943.488,0.5884353741496599,0.13022351797862003,0.2813411078717201
626,2017,CORN,OKLAHOMA,7056.0,305000,,61,7.630424083,3933.602,0.6716867469879518,0.11295180722891567,0.21536144578313254
627,2016,CORN,OKLAHOMA,6776.0,350000,5.892857143,61,7.802212437,3928.143,0.5272277227722773,0.1707920792079208,0.30198019801980197
628,2015,CORN,OKLAHOMA,7224.0,280000,6.285714286,68,5.922935513,3910.518,0.48247978436657685,0.19137466307277629,0.3261455525606469
629,2014,CORN,OKLAHOMA,8232.0,290000,6.625,64,5.937649578,3879.187,0.27988338192419826,0.22740524781341107,0.49271137026239065
630,2013,CORN,OKLAHOMA,8120.0,310000,8.017857143,67,6.804781106,3853.891,0.2692307692307692,0.23076923076923078,0.5
631,2019,WHEAT,OKLAHOMA,2400.0,2750000,9.166666667,63,6.327673765,3960.676,0.6747211895910781,0.08550185873605948,0.23977695167286245
632,2018,WHEAT,OKLAHOMA,1680.0,2500000,7.916666667,64,6.36137446,3943.488,0.5884353741496599,0.13022351797862003,0.2813411078717201
633,2017,WHEAT,OKLAHOMA,2040.0,2900000,7.0,67,6.923509371,3933.602,0.6716867469879518,0.11295180722891567,0.21536144578313254
634,2016,WHEAT,OKLAHOMA,2340.0,3500000,5.5,65,6.630646083,3928.143,0.5272277227722773,0.1707920792079208,0.30198019801980197
635,2015,WHEAT,OKLAHOMA,1560.0,3800000,8.066666667,67,5.832525853,3910.518,0.48247978436657685,0.19137466307277629,0.3261455525606469
636,2014,WHEAT,OKLAHOMA,1020.0,2800000,10.53333333,61,6.738993954,3879.187,0.27988338192419826,0.22740524781341107,0.49271137026239065
637,2013,WHEAT,OKLAHOMA,1860.0,3400000,11.33333333,67,5.782435567,3853.891,0.2692307692307692,0.23076923076923078,0.5
638,2019,OATS,OREGON,3104.0,9000,,53,7.175344328,4245.044,0.7445152158527955,0.08987968860580325,0.16560509554140126
639,2018,OATS,OREGON,3168.0,5000,,73,5.938528744,4183.538,0.7272580645161291,0.08306451612903226,0.1896774193548387
640,2017,OATS,OREGON,2656.0,10000,8.28125,75,5.709380472,4147.294,0.7424150485436893,0.08343446601941748,0.1741504854368932
641,2016,OATS,OREGON,2880.0,10000,7.8125,80,6.184400085,4093.271,0.5725490196078431,0.10588235294117647,0.3215686274509804
642,2015,OATS,OREGON,2816.0,11000,16.6875,76,6.553509673,4018.542,0.527403414195867,0.10512129380053908,0.3674752920035939
643,2014,OATS,OREGON,2720.0,18000,14.15625,65,5.885638185,3965.447,0.4143070044709389,0.18330849478390462,0.40238450074515647
644,2013,OATS,OREGON,3200.0,13000,14.40625,52,6.143874691,3924.11,0.4092920353982301,0.13274336283185842,0.4579646017699115
645,2019,BARLEY,OREGON,3744.0,35000,7.916666667,78,6.56893406,4216.116,0.7445152158527955,0.08987968860580325,0.16560509554140126
646,2018,BARLEY,OREGON,2544.0,26000,6.833333333,68,6.769855664,4183.538,0.7272580645161291,0.08306451612903226,0.1896774193548387
647,2017,BARLEY,OREGON,2976.0,38000,6.229166667,53,7.130837931,4147.294,0.7424150485436893,0.08343446601941748,0.1741504854368932
648,2016,BARLEY,OREGON,3216.0,32000,5.541666667,73,5.740338002,4093.271,0.5725490196078431,0.10588235294117647,0.3215686274509804
649,2015,BARLEY,OREGON,2496.0,37000,6.520833333,75,5.843005428,4018.542,0.527403414195867,0.10512129380053908,0.3674752920035939
650,2014,BARLEY,OREGON,2400.0,38000,7.416666667,80,6.648687274,3965.447,0.4143070044709389,0.18330849478390462,0.40238450074515647
651,2013,BARLEY,OREGON,3360.0,50000,8.375,76,6.902751061,3924.11,0.4092920353982301,0.13274336283185842,0.4579646017699115
652,2019,CORN,OREGON,13272.0,49000,7.75,71,6.306605528,4216.116,0.7445152158527955,0.08987968860580325,0.16560509554140126
653,2018,CORN,OREGON,10920.0,40000,7.678571429,81,7.009180374,4183.538,0.7272580645161291,0.08306451612903226,0.1896774193548387
654,2017,CORN,OREGON,11872.0,44000,6.178571429,78,6.297907579,4147.294,0.7424150485436893,0.08343446601941748,0.1741504854368932
655,2016,CORN,OREGON,12880.0,39000,5.714285714,68,6.728599215,4093.271,0.5725490196078431,0.10588235294117647,0.3215686274509804
656,2015,CORN,OREGON,10528.0,30000,6.589285714,53,6.965156738,4018.542,0.527403414195867,0.10512129380053908,0.3674752920035939
657,2014,CORN,OREGON,10640.0,39000,6.75,73,5.578095745,3965.447,0.4143070044709389,0.18330849478390462,0.40238450074515647
658,2013,CORN,OREGON,10528.0,36000,8.017857143,75,7.199504273,3924.11,0.4092920353982301,0.13274336283185842,0.4579646017699115
659,2019,WHEAT,OREGON,4080.0,730000,8.833333333,52,5.561851831,4216.116,0.7445152158527955,0.08987968860580325,0.16560509554140126
660,2018,WHEAT,OREGON,4020.0,770000,8.85,72,6.107054808,4183.538,0.7272580645161291,0.08306451612903226,0.1896774193548387
661,2017,WHEAT,OREGON,3780.0,763000,8.133333333,71,6.988035315,4147.294,0.7424150485436893,0.08343446601941748,0.1741504854368932
662,2016,WHEAT,OREGON,3006.0,797000,7.15,70,7.13147457,4093.271,0.5725490196078431,0.10588235294117647,0.3215686274509804
663,2015,WHEAT,OREGON,2838.0,828000,8.866666667,72,7.086947687,4018.542,0.527403414195867,0.10512129380053908,0.3674752920035939
664,2014,WHEAT,OREGON,3258.0,818000,9.35,71,6.749260456,3965.447,0.4143070044709389,0.18330849478390462,0.40238450074515647
665,2013,WHEAT,OREGON,3726.0,868000,11.0,70,7.16300467,3924.11,0.4092920353982301,0.13274336283185842,0.4579646017699115
666,2019,OATS,PENNSYLVANIA,1696.0,50000,13.0625,67,7.054313823,12995.477,0.7214178731902147,0.08936595107338992,0.1892161757363954
667,2018,OATS,PENNSYLVANIA,1472.0,35000,12.5625,68,6.026999326,12809.107,0.6465536225500991,0.11440211407179035,0.23904426337811055
668,2017,OATS,PENNSYLVANIA,1856.0,40000,11.15625,69,5.779427402,12794.679,0.6746090841399851,0.10666418466120625,0.21872673119880864
669,2016,OATS,PENNSYLVANIA,2144.0,50000,8.625,71,6.535244251,12788.468,0.5473496128648004,0.1125670041691483,0.34008338296605123
670,2015,OATS,PENNSYLVANIA,1760.0,65000,10.5,67,5.684995235,12789.838,0.4712401055408971,0.14142480211081795,0.38733509234828495
671,2014,OATS,PENNSYLVANIA,1856.0,60000,11.84375,71,6.12476108,12792.392,0.36127744510978044,0.19560878243512975,0.4431137724550898
672,2013,OATS,PENNSYLVANIA,1984.0,50000,12.21875,67,6.999014379,12779.538,0.2961730449251248,0.17970049916805325,0.5241264559068219
673,2019,BARLEY,PENNSYLVANIA,3312.0,25000,8.125,67,6.591302797,12798.883,0.7214178731902147,0.08936595107338992,0.1892161757363954
674,2018,BARLEY,PENNSYLVANIA,3024.0,31000,6.041666667,71,7.104094929,12809.107,0.6465536225500991,0.11440211407179035,0.23904426337811055
675,2017,BARLEY,PENNSYLVANIA,3360.0,45000,6.458333333,68,6.407872061,12794.679,0.6746090841399851,0.10666418466120625,0.21872673119880864
676,2016,BARLEY,PENNSYLVANIA,3600.0,38000,5.9375,72,6.658402594,12788.468,0.5473496128648004,0.1125670041691483,0.34008338296605123
677,2015,BARLEY,PENNSYLVANIA,3120.0,40000,5.916666667,67,6.276038961,12789.838,0.4712401055408971,0.14142480211081795,0.38733509234828495
678,2014,BARLEY,PENNSYLVANIA,3408.0,50000,7.708333333,67,6.825256236,12792.392,0.36127744510978044,0.19560878243512975,0.4431137724550898
679,2013,BARLEY,PENNSYLVANIA,3264.0,60000,8.104166667,68,6.368560522,12779.538,0.2961730449251248,0.17970049916805325,0.5241264559068219
680,2019,CORN,PENNSYLVANIA,8568.0,930000,7.375,71,5.744361602,12798.883,0.7214178731902147,0.08936595107338992,0.1892161757363954
681,2018,CORN,PENNSYLVANIA,7840.0,855000,7.428571429,67,7.051654924,12809.107,0.6465536225500991,0.11440211407179035,0.23904426337811055
682,2017,CORN,PENNSYLVANIA,9016.0,920000,5.678571429,66,6.034612928,12794.679,0.6746090841399851,0.10666418466120625,0.21872673119880864
683,2016,CORN,PENNSYLVANIA,7224.0,950000,6.678571429,67,6.924490731,12788.468,0.5473496128648004,0.1125670041691483,0.34008338296605123
684,2015,CORN,PENNSYLVANIA,8232.0,940000,6.928571429,70,6.887005997,12789.838,0.4712401055408971,0.14142480211081795,0.38733509234828495
685,2014,CORN,PENNSYLVANIA,8624.0,1030000,7.035714286,67,6.8444019,12792.392,0.36127744510978044,0.19560878243512975,0.4431137724550898
686,2013,CORN,PENNSYLVANIA,8176.0,1090000,8.339285714,71,5.786058032,12779.538,0.2961730449251248,0.17970049916805325,0.5241264559068219
687,2019,WHEAT,PENNSYLVANIA,4380.0,140000,7.45,67,6.077886012,12798.883,0.7214178731902147,0.08936595107338992,0.1892161757363954
688,2018,WHEAT,PENNSYLVANIA,3900.0,145000,8.0,68,6.397995609,12809.107,0.6465536225500991,0.11440211407179035,0.23904426337811055
689,2017,WHEAT,PENNSYLVANIA,4320.0,150000,7.833333333,69,5.767372539,12794.679,0.6746090841399851,0.10666418466120625,0.21872673119880864
690,2016,WHEAT,PENNSYLVANIA,4080.0,150000,7.683333333,71,7.079973241,12788.468,0.5473496128648004,0.1125670041691483,0.34008338296605123
691,2015,WHEAT,PENNSYLVANIA,3900.0,175000,8.166666667,67,5.893332378,12789.838,0.4712401055408971,0.14142480211081795,0.38733509234828495
692,2014,WHEAT,PENNSYLVANIA,3900.0,150000,8.6,71,7.058222596,12792.392,0.36127744510978044,0.19560878243512975,0.4431137724550898
693,2013,WHEAT,PENNSYLVANIA,4080.0,155000,10.46666667,67,5.78270695,12779.538,0.2961730449251248,0.17970049916805325,0.5241264559068219
694,2018,OATS,SOUTH CAROLINA,1984.0,7000,12.34375,73,6.269663963,5091.702,0.5810434090003983,0.15571485463958581,0.2632417363600159
695,2017,OATS,SOUTH CAROLINA,1632.0,8000,11.375,70,5.892913826,5027.102,0.6161616161616161,0.17037037037037037,0.21346801346801347
696,2016,OATS,SOUTH CAROLINA,1472.0,7000,9.6875,70,7.116538883,4963.031,0.45169082125603865,0.1956521739130435,0.3526570048309179
697,2015,OATS,SOUTH CAROLINA,1856.0,9000,10.0,69,6.430163481,4896.006,0.4182242990654206,0.17990654205607476,0.40186915887850466
698,2014,OATS,SOUTH CAROLINA,1984.0,10000,11.25,68,7.159520979,4826.858,0.2860520094562648,0.22695035460992907,0.48699763593380613
699,2013,OATS,SOUTH CAROLINA,1888.0,9000,11.25,71,6.431265737,4766.469,0.3143631436314363,0.17886178861788618,0.5067750677506775
700,2019,CORN,SOUTH CAROLINA,5936.0,350000,8.285714286,68,6.276800323,5157.702,0.6773109243697479,0.14285714285714285,0.17983193277310924
701,2018,CORN,SOUTH CAROLINA,7112.0,310000,7.839285714,73,5.926824754,5091.702,0.5810434090003983,0.15571485463958581,0.2632417363600159
702,2017,CORN,SOUTH CAROLINA,7616.0,325000,6.571428571,70,5.519088423,5027.102,0.6161616161616161,0.17037037037037037,0.21346801346801347
703,2016,CORN,SOUTH CAROLINA,7112.0,350000,6.607142857,70,6.079178788,4963.031,0.45169082125603865,0.1956521739130435,0.3526570048309179
704,2015,CORN,SOUTH CAROLINA,5208.0,260000,7.142857143,69,6.13465588,4896.006,0.4182242990654206,0.17990654205607476,0.40186915887850466
705,2014,CORN,SOUTH CAROLINA,6552.0,280000,7.410714286,68,5.808497604,4826.858,0.2860520094562648,0.22695035460992907,0.48699763593380613
706,2013,CORN,SOUTH CAROLINA,7224.0,335000,9.107142857,71,5.891458107,4766.469,0.3143631436314363,0.17886178861788618,0.5067750677506775
707,2019,WHEAT,SOUTH CAROLINA,2880.0,45000,8.7,68,5.623615687,5157.702,0.6773109243697479,0.14285714285714285,0.17983193277310924
708,2018,WHEAT,SOUTH CAROLINA,3240.0,65000,8.483333333,73,5.91505509,5091.702,0.5810434090003983,0.15571485463958581,0.2632417363600159
709,2017,WHEAT,SOUTH CAROLINA,2940.0,75000,9.566666667,70,6.458714879,5027.102,0.6161616161616161,0.17037037037037037,0.21346801346801347
710,2016,WHEAT,SOUTH CAROLINA,2580.0,50000,7.8,70,5.565028635,4963.031,0.45169082125603865,0.1956521739130435,0.3526570048309179
711,2015,WHEAT,SOUTH CAROLINA,2760.0,160000,8.0,69,6.211833161,4896.006,0.4182242990654206,0.17990654205607476,0.40186915887850466
712,2014,WHEAT,SOUTH CAROLINA,3120.0,220000,9.566666667,68,6.490074429,4826.858,0.2860520094562648,0.22695035460992907,0.48699763593380613
713,2013,WHEAT,SOUTH CAROLINA,3240.0,265000,11.03333333,71,5.590236025,4766.469,0.3143631436314363,0.17886178861788618,0.5067750677506775
714,2019,OATS,SOUTH DAKOTA,2624.0,75000,8.78125,70,6.195152442,887.852,0.8313253012048193,0.060240963855421686,0.10843373493975904
715,2018,OATS,SOUTH DAKOTA,2624.0,95000,8.34375,71,6.156373499,879.386,0.5813148788927336,0.16262975778546712,0.2560553633217993
716,2017,OATS,SOUTH DAKOTA,2240.0,60000,7.65625,72,6.313197204,873.732,0.6838487972508591,0.08247422680412371,0.23367697594501718
717,2016,OATS,SOUTH DAKOTA,2624.0,110000,6.15625,73,6.324270089,863.693,0.3939393939393939,0.18181818181818182,0.42424242424242425
718,2015,OATS,SOUTH DAKOTA,2784.0,145000,6.59375,68,5.707488987,854.663,0.34782608695652173,0.18840579710144928,0.463768115942029
719,2014,OATS,SOUTH DAKOTA,2976.0,100000,9.40625,69,6.119216009,849.67,0.3382352941176471,0.19117647058823528,0.47058823529411764
720,2013,OATS,SOUTH DAKOTA,2464.0,120000,11.46875,70,5.571401169,842.751,0.2711864406779661,0.2542372881355932,0.4745762711864407
721,2019,BARLEY,SOUTH DAKOTA,2064.0,9000,7.395833333,70,6.098369122,887.127,0.8313253012048193,0.060240963855421686,0.10843373493975904
722,2018,BARLEY,SOUTH DAKOTA,2640.0,13000,7.604166667,71,5.695267822,879.386,0.5813148788927336,0.16262975778546712,0.2560553633217993
723,2015,BARLEY,SOUTH DAKOTA,1776.0,19000,6.770833333,72,5.618094446,854.663,0.34782608695652173,0.18840579710144928,0.463768115942029
724,2014,BARLEY,SOUTH DAKOTA,2496.0,17000,7.291666667,73,6.435785799,849.67,0.3382352941176471,0.19117647058823528,0.47058823529411764
725,2013,BARLEY,SOUTH DAKOTA,2592.0,19000,8.854166667,68,6.176644228,842.751,0.2711864406779661,0.2542372881355932,0.4745762711864407
726,2019,CORN,SOUTH DAKOTA,8064.0,3870000,5.928571429,67,6.21084479,887.127,0.8313253012048193,0.060240963855421686,0.10843373493975904
727,2018,CORN,SOUTH DAKOTA,8960.0,4860000,5.928571429,69,6.012696655,879.386,0.5813148788927336,0.16262975778546712,0.2560553633217993
728,2017,CORN,SOUTH DAKOTA,8120.0,5080000,6.089285714,70,5.908770059,873.732,0.6838487972508591,0.08247422680412371,0.23367697594501718
729,2016,CORN,SOUTH DAKOTA,9016.0,5130000,7.232142857,71,6.049801781,863.693,0.3939393939393939,0.18181818181818182,0.42424242424242425
730,2015,CORN,SOUTH DAKOTA,8904.0,5030000,6.928571429,72,6.010095853,854.663,0.34782608695652173,0.18840579710144928,0.463768115942029
731,2014,CORN,SOUTH DAKOTA,8288.0,5320000,6.767857143,73,5.738678895,849.67,0.3382352941176471,0.19117647058823528,0.47058823529411764
732,2013,CORN,SOUTH DAKOTA,7672.0,5860000,8.642857143,68,5.74055541,842.751,0.2711864406779661,0.2542372881355932,0.4745762711864407
733,2019,WHEAT,SOUTH DAKOTA,2886.0,1360000,7.183333333,67,5.790768046,887.127,0.8313253012048193,0.060240963855421686,0.10843373493975904
734,2018,WHEAT,SOUTH DAKOTA,2664.0,1628000,8.466666667,69,5.915546415,879.386,0.5813148788927336,0.16262975778546712,0.2560553633217993
735,2017,WHEAT,SOUTH DAKOTA,2088.0,1196000,8.166666667,70,6.242528278,873.732,0.6838487972508591,0.08247422680412371,0.23367697594501718
736,2016,WHEAT,SOUTH DAKOTA,3096.0,2157000,7.083333333,71,6.036079266,863.693,0.3939393939393939,0.18181818181818182,0.42424242424242425
737,2015,WHEAT,SOUTH DAKOTA,2772.0,2236000,7.616666667,72,5.829898502,854.663,0.34782608695652173,0.18840579710144928,0.463768115942029
738,2014,WHEAT,SOUTH DAKOTA,3330.0,2364000,9.333333333,73,6.088064451,849.67,0.3382352941176471,0.19117647058823528,0.47058823529411764
739,2013,WHEAT,SOUTH DAKOTA,2532.0,1839000,10.9,68,6.469370954,842.751,0.2711864406779661,0.2542372881355932,0.4745762711864407
740,2019,CORN,TENNESSEE,9912.0,910000,6.75,67,6.002481605,6830.325,0.7025641025641025,0.12,0.17743589743589744
741,2018,CORN,TENNESSEE,9408.0,670000,6.678571429,70,6.212369363,6778.18,0.6048332960393824,0.13739091519355562,0.257775788767062
742,2017,CORN,TENNESSEE,9576.0,710000,6.089285714,70,5.765308943,6714.748,0.6377400295420975,0.14143279172821271,0.22082717872968982
743,2016,CORN,TENNESSEE,8456.0,830000,6.142857143,68,5.740764682,6651.277,0.5472727272727272,0.12727272727272726,0.32545454545454544
744,2015,CORN,TENNESSEE,8960.0,730000,6.482142857,68,5.879119455,6595.354,0.449480642115203,0.18319169027384324,0.36732766761095376
745,2014,CORN,TENNESSEE,9408.0,840000,6.517857143,70,6.099478745,6544.617,0.31237113402061856,0.23402061855670103,0.4536082474226804
746,2013,CORN,TENNESSEE,8736.0,810000,7.464285714,69,5.674403359,6496.943,0.33499377334993774,0.22166874221668742,0.44333748443337484
747,2019,WHEAT,TENNESSEE,4020.0,215000,9.55,72,6.020445317,6830.325,0.7025641025641025,0.12,0.17743589743589744
748,2018,WHEAT,TENNESSEE,3900.0,285000,8.5,72,6.435917308,6778.18,0.6048332960393824,0.13739091519355562,0.257775788767062
749,2017,WHEAT,TENNESSEE,4200.0,275000,6.633333333,67,5.505393833,6714.748,0.6377400295420975,0.14143279172821271,0.22082717872968982
750,2016,WHEAT,TENNESSEE,4380.0,335000,5.733333333,70,5.677719902,6651.277,0.5472727272727272,0.12727272727272726,0.32545454545454544
751,2015,WHEAT,TENNESSEE,4080.0,395000,7.95,70,5.719014989,6595.354,0.449480642115203,0.18319169027384324,0.36732766761095376
752,2014,WHEAT,TENNESSEE,3960.0,475000,10.56666667,68,6.275572298,6544.617,0.31237113402061856,0.23402061855670103,0.4536082474226804
753,2013,WHEAT,TENNESSEE,4260.0,575000,11.65,68,6.275384607,6496.943,0.33499377334993774,0.22166874221668742,0.44333748443337484
754,2019,OATS,TEXAS,1600.0,40000,13.3125,67,5.901100841,29234.361,0.7419161676646706,0.08413173652694611,0.17395209580838322
755,2018,OATS,TEXAS,1600.0,50000,15.0625,76,5.644486582,28624.564,0.5956643356643356,0.11622377622377622,0.2881118881118881
756,2017,OATS,TEXAS,1440.0,60000,13.375,76,6.235461772,28291.024,0.7071316023840515,0.10310337740631637,0.18976502020963212
757,2016,OATS,TEXAS,1600.0,60000,12.59375,65,6.28236237,27914.064,0.5086232095878398,0.14644840689856767,0.3449283835135925
758,2015,OATS,TEXAS,1536.0,55000,12.34375,41,6.356090905,27468.531,0.4516535433070866,0.1505511811023622,0.39779527559055117
759,2014,OATS,TEXAS,1216.0,45000,18.53125,65,5.837258235,26963.092,0.3186379928315412,0.23297491039426524,0.4483870967741935
760,2013,OATS,TEXAS,1472.0,40000,11.34375,76,5.653437902,26479.646,0.30222020842772995,0.18849116447666517,0.5092886270956049
761,2019,CORN,TEXAS,7448.0,2150000,7.5,78,6.257369799,28986.794,0.7419161676646706,0.08413173652694611,0.17395209580838322
762,2018,CORN,TEXAS,6048.0,1750000,6.892857143,60,6.037430836,28624.564,0.5956643356643356,0.11622377622377622,0.2881118881118881
763,2017,CORN,TEXAS,7840.0,2240000,5.982142857,67,5.760457558,28291.024,0.7071316023840515,0.10310337740631637,0.18976502020963212
764,2016,CORN,TEXAS,7112.0,2550000,5.732142857,75,6.158164422,27914.064,0.5086232095878398,0.14644840689856767,0.3449283835135925
765,2015,CORN,TEXAS,7560.0,1970000,6.017857143,65,6.387431383,27468.531,0.4516535433070866,0.1505511811023622,0.39779527559055117
766,2014,CORN,TEXAS,8288.0,1990000,6.392857143,78,5.891413895,26963.092,0.3186379928315412,0.23297491039426524,0.4483870967741935
767,2013,CORN,TEXAS,7616.0,1950000,7.678571429,60,5.725418961,26479.646,0.30222020842772995,0.18849116447666517,0.5092886270956049
768,2019,WHEAT,TEXAS,2040.0,2100000,9.333333333,74,4.757114897,28986.794,0.7419161676646706,0.08413173652694611,0.17395209580838322
769,2018,WHEAT,TEXAS,1920.0,1750000,9.666666667,56,5.699586972,28624.564,0.5956643356643356,0.11622377622377622,0.2881118881118881
770,2017,WHEAT,TEXAS,1740.0,2350000,8.6,54,5.977413803,28291.024,0.7071316023840515,0.10310337740631637,0.18976502020963212
771,2016,WHEAT,TEXAS,1920.0,2800000,7.55,60,6.430139436,27914.064,0.5086232095878398,0.14644840689856767,0.3449283835135925
772,2015,WHEAT,TEXAS,1800.0,3550000,8.983333333,73,6.113935087,27468.531,0.4516535433070866,0.1505511811023622,0.39779527559055117
773,2014,WHEAT,TEXAS,1800.0,2250000,11.3,70,5.074272692,26963.092,0.3186379928315412,0.23297491039426524,0.4483870967741935
774,2013,WHEAT,TEXAS,1740.0,2350000,11.71666667,71,5.667507706,26479.646,0.30222020842772995,0.18849116447666517,0.5092886270956049
775,2015,OATS,UTAH,2720.0,2000,11.28125,74,5.978634285,2983.626,0.49310344827586206,0.14482758620689656,0.3620689655172414
776,2014,OATS,UTAH,2208.0,3000,11.71875,70,5.064613314,2938.327,0.35973597359735976,0.17491749174917492,0.46534653465346537
777,2013,OATS,UTAH,1984.0,5000,13.8125,60,4.772385986,2898.773,0.335,0.295,0.37
778,2019,BARLEY,UTAH,4464.0,11000,7.708333333,36,5.566704378,3203.383,0.7363636363636363,0.09318181818181819,0.17045454545454544
779,2018,BARLEY,UTAH,4128.0,16000,7.6875,39,5.755049971,3155.153,0.665623369848722,0.10015649452269171,0.23422013562858635
780,2017,BARLEY,UTAH,3600.0,18000,6.416666667,46,5.417340525,3103.54,0.6809045226130653,0.09547738693467336,0.2236180904522613
781,2016,BARLEY,UTAH,3936.0,19000,4.916666667,56,6.166173834,3044.241,0.5994623655913979,0.11021505376344086,0.2903225806451613
782,2015,BARLEY,UTAH,4032.0,16000,6.1875,66,5.191265116,2983.626,0.49310344827586206,0.14482758620689656,0.3620689655172414
783,2014,BARLEY,UTAH,3984.0,20000,6.520833333,74,4.954739564,2938.327,0.35973597359735976,0.17491749174917492,0.46534653465346537
784,2013,BARLEY,UTAH,3744.0,30000,8.6875,55,5.664587011,2898.773,0.335,0.295,0.37
